Postcode,Sales per month,Turnover (sale),5yr Price Growth,Crime rate,Population,Population growth (10 year),Degree,Deprivation,Social rent,Acres of green space / 1000 residents,Households,Density,Average Income,State Schools
BA9,0.8336807002917883,6,22,80,7197,7,32,12,5,25.3,2.2689155107187893,304,41800,0.41684035014589416
BA10,0.78064012490242,8,22,37,3843,7,40,12,4,18.1,2.717821782178218,219,41800,0.5204267499349466
BA11,0.613515752016933,7,26,77,32599,6,35,14,5,8.7,2.3549086180741168,725,42200,0.4908126016135464
BA12,0.7008445176437607,8,20,70,28537,8,32,14,8,16.4,2.29286517756709,214,42000,0.5256333882328206
BA13,0.7880996946113683,10,18,68,20302,8,29,16,6,18.1,2.3921291386826913,728,42900,0.39404984730568415
BA14,0.6244666014445994,11,23,101,48041,8,31,16,6,8.8,2.398931389194048,1557,45500,0.45794217439270624
BA15,0.6156213928434012,10,15,47,12995,8,51,12,8,41.2,2.2328178694158076,989,47600,0.38476337052712584
BA16,0.5380063023595419,8,18,71,13011,6,28,18,5,7.2,2.4740444951511695,1175,37100,0.46114825916532165
BA20,0.35647446751626416,7,12,214,11221,7,28,15,8,16.3,2.2268307203810283,3266,42600,0.35647446751626416
BA21,0.750435252446419,17,13,102,33314,7,26,18,10,11.8,2.3605186707291153,4214,40100,0.4502611514678514
BA22,0.5563282336578582,5,21,41,17975,7,30,15,7,20.6,2.4854811946902653,287,43400,0.5006954102920723
BB1,0.4939971857130026,16,18,118,66802,5,27,25,11,10.7,2.767618179558354,4045,34100,0.46405796233645696
BB2,0.5181087359818161,10,1,158,59833,5,28,24,7,17.7,2.4839339090003323,3274,37500,0.5682482910768305
BB3,0.8497670466199784,11,24,127,34127,5,28,20,5,9.2,2.3071254732287723,2106,37100,0.5567439270958479
BB4,0.656343437781073,3,20,97,41137,4,31,19,6,10.2,2.3699158889272955,1551,39000,0.5834163891387315
BB5,0.5861760156313605,13,20,159,61415,2,25,24,7,11.3,2.376281679241633,3337,34400,0.5698933485304893
BB6,0.5478701547733187,7,1,101,14602,4,29,22,7,18.1,2.335572616762636,1420,39400,0.47938638542665385
BB7,0.7269968707525999,10,11,69,31637,8,39,11,3,17.8,2.342613846723436,221,42100,0.6953883111546606
BB8,0.5210142410559222,6,4,141,23032,7,24,25,5,26.8,2.2378546443839875,998,36000,0.6078499478985758
BB9,0.6505597056778158,13,32,120,44577,7,25,25,5,10.4,2.5322085889570554,3421,33700,0.5383942391816408
BB10,0.7804510468808871,14,16,122,37158,9,25,24,9,20.4,2.3732515807625982,1474,34400,0.4575057861025889
BB11,1.0706160503189543,13,6,331,22417,9,23,27,11,34.6,2.249573507275464,2419,33400,0.6245260293527234
BB12,0.953206239168111,14,7,121,34620,9,28,22,7,7.3,2.319131832797428,1754,37300,0.6932409012131716
BB18,0.5861321141785358,8,20,76,17061,7,25,17,3,8.9,2.2751033471129487,1020,38100,0.46890569134282867
BD1,3.1662269129287597,13,13,1774,3790,5,32,31,25,3.7,2.0420258620689653,12832,31600,0.0
BD2,0.6067347557892607,15,23,148,29667,5,22,24,13,5.9,2.5592650103519667,12800,36400,0.3707823507601038
BD3,0.21081162475530793,22,34,188,33205,5,22,32,23,10.6,3.4387945318972664,16077,31300,0.39150730311700044
BD4,0.6746554438269027,24,32,250,31127,5,21,28,12,14.5,2.4753081510934396,3803,32700,0.4497702958846018
BD5,0.28152272513997934,20,37,192,31969,5,21,32,24,7.7,2.979125896934116,15082,30700,0.5317651474866276
BD6,0.6382049645628296,17,31,159,29771,5,22,23,13,7.8,2.4642827580498303,12344,35100,0.3023076147929193
BD7,0.48276253762708016,28,30,158,35214,5,23,29,13,6.8,3.237175951461666,15267,32800,0.28397796331004715
BD8,0.2838489923360772,28,12,163,31707,5,21,36,23,5.2,3.3340694006309146,17974,32400,0.6307755385246161
BD9,0.350729517396184,13,22,149,28512,5,25,32,14,13.3,3.629789942711649,12282,36100,0.42087542087542085
BD10,0.6242197253433208,7,8,183,25632,5,26,20,13,3.9,2.367852193995381,7591,38900,0.35112359550561795
BD11,0.638045756995716,9,17,112,10971,5,29,15,8,20.4,2.3278166772756204,4110,42100,0.1822987877130617
BD12,0.5944949765174484,11,23,136,16821,4,22,25,14,19.4,2.25,4083,36600,0.3566969859104691
BD13,0.8061265618702137,10,3,117,24810,5,25,26,8,19.1,2.3429974501841535,2049,40900,0.4433696090286175
BD14,0.22573363431151242,5,11,126,8860,5,26,21,7,11.7,2.5748328974135424,5808,36800,0.33860045146726864
BD15,0.7000572774136066,10,17,118,15713,5,28,23,5,8.0,2.46710629612184,3480,38700,0.3818494240437854
BD16,0.5928619422157227,8,22,79,25301,5,34,20,6,23.3,2.2566000713521226,2016,44200,0.47428955377257814
BD17,0.5558025789239661,6,27,110,17992,5,31,19,9,36.8,2.1989733561476412,3934,42100,0.27790128946198306
BD18,0.4779236057497886,12,28,142,27201,5,31,23,16,9.7,2.372732030704815,9124,38600,0.3676335428844528
BD19,0.7707653246282191,12,19,123,22056,3,28,17,7,16.4,2.2941543582275847,4051,39600,0.31737395719985495
BD20,0.8112795837296481,9,18,63,35746,4,30,18,6,15.5,2.37609678277054,991,41400,0.4476025289542886
BD21,0.675802515487141,25,14,206,26635,5,21,26,12,11.1,2.722858311183807,6035,32400,0.3754458419373006
BD22,0.46836840520558026,7,13,108,29891,4,26,19,3,32.3,2.3560337353196186,921,39300,0.46836840520558026
BD23,0.8815352275038991,8,17,70,29494,3,39,12,6,14.3,2.234732535232611,113,42500,0.8815352275038991
BD24,0.7722007722007722,8,10,53,5180,3,39,11,8,24.2,2.2098976109215016,68,39200,0.5791505791505791
BH1,0.75041272699985,6,23,322,19989,5,37,22,10,4.3,1.955296879585249,19813,34500,0.15008254539996999
BH2,0.9505703422053232,3,4,380,8416,5,42,18,6,21.5,1.7374071015689512,12992,36200,0.1188212927756654
BH3,0.5323868677905945,5,66,94,5635,5,39,15,5,5.9,2.6555136663524976,8679,42000,0.0
BH4,1.0516352928804291,5,24,69,9509,5,43,15,4,16.4,1.8514408099688473,8997,38700,0.0
BH5,0.8321005917159764,6,28,110,10816,5,35,24,8,3.1,2.013028103480365,15367,35400,0.1849112426035503
BH6,0.5286809410520751,6,29,59,22698,5,37,15,6,6.5,2.2235501567398117,8031,39900,0.17622698035069168
BH7,0.43497172683775553,5,27,102,11495,5,34,21,9,32.2,2.3478349673202614,8226,43100,0.43497172683775553
BH8,0.46003043278247635,7,20,130,28259,5,33,19,12,14.1,2.3239309210526318,10485,38300,0.2830956509430624
BH9,0.48443353571889936,9,22,79,30964,5,28,19,9,2.4,2.5514172709294662,14457,40600,0.16147784523963313
BH10,0.44856459330143544,7,20,71,20064,5,23,24,19,9.6,2.3370995923121725,8598,36300,0.29904306220095694
BH11,0.35383915482990447,5,16,125,19783,5,21,26,24,15.6,2.3274117647058823,7657,35000,0.35383915482990447
BH12,0.5440073297829697,8,25,106,34926,5,28,19,13,9.7,2.355091031692515,9607,38100,0.3149516119796141
BH13,0.9701673538685422,3,25,75,8246,5,45,10,2,20.7,2.040584013857956,3541,44200,0.12127091923356778
BH14,0.8412905396878813,2,17,79,23773,5,39,13,4,11.3,2.2145319049836982,8409,44400,0.16825810793757623
BH15,0.9032879682042635,4,19,133,33212,5,29,18,15,7.9,2.280260899416409,7306,37800,0.3010959894014212
BH16,0.5832793259883344,9,23,86,15430,4,26,18,4,23.8,2.4143326552965108,1185,40400,0.32404406999351915
BH17,0.6661337596589395,18,18,79,22518,5,25,19,9,8.7,2.3983384812014057,6165,41600,0.4440891731059597
BH18,0.6744793862237586,9,31,34,11861,5,32,12,4,22.5,2.4546771523178808,3669,49000,0.3372396931118793
BH19,0.5302226935312832,2,38,65,11316,4,33,16,11,52.0,2.1452132701421798,503,37500,0.44185224460940264
BH20,0.44700506605741536,6,39,54,20134,4,31,15,7,82.7,2.3501809268121865,196,40600,0.5463395251812854
BH21,0.5412586724400925,2,21,52,40646,4,33,13,8,27.0,2.4100800474355175,478,45600,0.5166560055109973
BH22,0.7094317078634904,2,17,51,26782,4,27,16,6,20.0,2.192011785889671,2719,40400,0.2613695765812859
BH23,0.6627909178707367,3,19,71,52807,5,30,16,7,14.7,2.2460550380672877,1708,40100,0.3408639006192361
BH24,0.6809669731018045,5,32,78,23496,1,33,13,3,27.0,2.326336633663366,428,44300,0.2979230507320395
BH25,0.6974311286760432,2,29,77,25809,0,28,16,4,15.1,2.1604721245605223,3170,38100,0.2324770428920144
BH31,0.67618332081142,9,17,43,13310,4,30,12,4,24.0,2.428832116788321,3202,45000,0.30052592036063114
BL0,0.7556382236689142,9,41,11,17204,5,37,13,3,5.7,2.3036957686127475,1697,44900,0.4650081376424087
BL1,0.680315159953169,13,20,0,63206,7,29,24,12,12.0,2.340529531568228,6360,35400,0.42717463531943173
BL2,0.6107536263496564,12,33,0,45845,7,27,23,12,16.2,2.271353547364249,5509,36900,0.41443996073726685
BL3,0.3919416790781532,16,28,0,63785,7,24,28,22,9.3,2.56804090506482,11150,34400,0.5173630163831622
BL4,0.5049904942965779,21,44,0,33664,7,25,26,18,12.6,2.3343734831149017,8806,33300,0.594106463878327
BL5,0.628140703517588,7,25,0,27064,7,28,24,11,16.9,2.3417842000519165,2681,42500,0.3694945314809341
BL6,0.6474697563469074,6,24,5,29345,7,34,15,3,30.1,2.326936801205297,1708,41700,0.44300562276367356
BL7,0.588658512656158,5,30,12,15289,6,35,17,2,25.8,2.3456581773550167,653,51200,0.588658512656158
BL8,0.46998977081087057,7,23,0,36171,5,36,14,4,7.9,2.4011550716941055,3590,44400,0.46998977081087057
BL9,0.6048975845813692,13,32,2,47942,5,28,22,15,16.1,2.3593503937007876,4550,36600,0.5006048975845814
BN1,0.49984528598291006,3,18,174,84026,1,49,18,15,15.4,2.3235351049415147,7644,47000,0.28562587770452
BN2,0.51524259338772,3,16,107,93160,1,41,23,15,6.2,2.2967875545474716,9397,39500,0.23615285530270502
BN3,0.6032196850690561,3,24,82,79573,1,51,17,23,7.0,2.105941511181686,13147,46200,0.175939074811808
BN5,0.5615611399691142,5,29,50,7123,12,36,12,5,15.7,2.322464949462015,398,45300,0.14039028499227854
BN6,0.7398133394035967,7,23,51,17572,8,39,11,5,32.5,2.3956373551465573,744,54500,0.3414523104939677
BN7,0.378698224852071,4,27,93,21125,3,49,14,9,13.3,2.367742658596727,695,49100,0.4260355029585799
BN8,0.3725551071095933,3,6,38,16105,4,43,13,5,15.1,2.4587786259541984,229,49500,0.7451102142191866
BN9,0.29808480512705865,4,23,118,13419,3,25,23,8,7.6,2.3164163645779388,2324,40300,0.37260600640882335
BN10,0.6463427771194658,7,19,71,18566,3,25,21,9,4.8,2.2929480054341114,4271,37000,0.21544759237315522
BN11,0.6716941959515159,3,23,162,32753,6,35,20,8,4.0,2.077972338535719,15388,39600,0.18318932616859526
BN12,0.832843425436018,7,30,92,20412,8,29,16,13,6.4,2.1873124732104587,5369,45100,0.3919263178522438
BN13,0.6167688568007837,8,26,73,27563,7,30,17,11,6.2,2.3330793973252075,3583,43600,0.2902441679062511
BN14,0.6134177051720798,8,29,75,30974,7,33,16,5,21.0,2.324677274091864,2883,47500,0.35513656615225675
BN15,0.5132152938157557,6,17,72,27279,5,23,21,9,3.1,2.2431543458597156,3072,39100,0.2199494116353239
BN16,0.8533333333333333,3,16,54,28125,10,27,16,5,12.3,2.1541819852941178,3070,40500,0.28444444444444444
BN17,0.8063950634597854,8,6,128,28522,10,24,19,7,16.6,2.273937654468628,3808,37700,0.24542458453123905
BN18,0.7557436517533253,4,24,72,13232,10,33,13,7,13.3,2.3755834829443447,368,43200,0.4534461910519952
BN20,0.6569377316878607,5,24,46,21311,4,37,15,4,58.1,2.233623309925584,1595,41500,0.2815447421519403
BN21,0.8875262223656608,2,17,202,24788,2,36,20,9,10.5,1.988927224584771,12578,36600,0.16136840406648378
BN22,0.5178821665752757,6,18,104,32826,3,28,23,15,15.5,2.3460548885077186,10428,36600,0.396027539145799
BN23,0.7440212577502214,8,21,77,28225,2,23,22,15,12.2,2.2572776711452334,7365,37700,0.31886625332152346
BN24,0.5461496450027307,4,17,48,9155,8,27,16,5,48.1,2.265528334570651,2059,40800,0.3276897870016384
BN25,0.7609706603534285,6,17,50,23654,3,32,16,4,46.3,2.1841181902123727,1760,41000,0.2959330345818889
BN26,0.6113003231158851,8,22,68,11451,8,29,15,3,19.6,2.1119513094798967,459,38600,0.17465723517596715
BN27,0.8456504154717259,9,12,84,27198,8,27,17,6,10.4,2.3764089121887286,710,39000,0.36767409368335907
BN41,0.4320276497695853,11,21,88,20832,2,46,18,14,13.1,2.4111111111111114,6523,43000,0.4320276497695853
BN42,0.49014802470346047,13,23,67,10201,5,30,20,14,7.5,2.3657235621521338,3890,39700,0.19605920988138417
BN43,0.4902397718156698,6,24,101,22438,5,34,16,7,5.7,2.255075376884422,6251,44500,0.3565380158659417
BN44,0.29556650246305416,3,22,42,10150,12,38,12,4,7.6,2.3047229791099,527,47600,0.39408866995073893
BR1,0.46485848634925175,3,14,130,55931,7,43,17,12,14.3,2.4160259179265657,12213,54400,0.32182510593409736
BR2,0.4676747656058615,3,21,78,44903,6,45,12,6,13.7,2.36980156217015,5532,60500,0.3340534040041868
BR3,0.7173147112808288,13,15,83,47399,6,48,12,12,18.1,2.251840942562592,9802,59000,0.3586573556404144
BR4,0.2066008987139094,5,23,47,19361,6,39,11,3,15.1,2.653282170755105,5080,58900,0.30990134807086406
BR5,0.39127882964154515,9,24,103,46003,6,36,18,14,22.3,2.466913341913342,9014,52300,0.32606569136795427
BR6,0.4992944751980897,3,16,68,46065,6,40,13,5,35.5,2.413928627574281,3213,59000,0.36904374253771843
BR7,0.5773005426625101,8,13,75,17322,6,44,13,6,57.3,2.3902304401821444,4380,61400,0.40411037986375703
BR8,0.4536381781890764,8,14,118,22044,5,26,20,10,28.4,2.4007841428882597,2786,47300,0.4536381781890764
BS1,0.8664760419374404,7,6,956,11541,10,55,15,17,4.3,2.057952924393723,20411,44900,0.34659041677497615
BS2,0.6993006993006993,11,24,259,15730,10,48,20,33,4.9,2.2375533428165006,16945,41600,0.5085823267641449
BS3,0.6859463315590189,6,28,129,36446,10,50,16,19,22.3,2.182395209580838,15370,43800,0.3018163858859683
BS4,0.47923655533098575,13,27,118,47993,10,36,20,22,15.5,2.3929497407259674,10695,40500,0.3750546954764236
BS5,0.5337501667969271,18,35,148,52459,10,44,19,18,9.3,2.2978098992553657,17016,37300,0.343125107226596
BS6,0.535475234270415,13,17,64,33615,10,62,11,6,4.0,2.3978172480205435,23315,53500,0.2677376171352075
BS7,0.49388813433757256,18,29,96,40495,10,52,14,14,15.0,2.5309375,14721,48100,0.39511050747005805
BS10,0.4668534080298786,9,32,133,27846,10,37,20,17,34.3,2.3846878479061404,4841,51100,0.1077354018530489
BS11,0.5748778384593274,14,24,147,17395,10,25,25,50,28.8,1.3879358493576957,7066,52000,0.5173900546133947
BS13,0.47338878744843443,11,25,156,29574,10,22,27,28,13.3,2.5066960501779962,4599,38700,0.30432136335970783
BS14,0.5583472920156337,11,22,94,28656,10,29,21,17,23.0,3.8485092667203866,3321,37100,0.38386376326074817
BS15,0.5274484155449597,12,30,84,47398,10,27,17,10,7.5,3.7590609881830437,10154,32700,0.25317523946158066
BS16,0.5416116248348745,7,16,90,75700,10,38,16,13,16.7,6.268631997350116,7142,38300,0.15852047556142668
BS20,0.7323081019905465,9,21,61,30042,7,39,12,11,8.4,1.4929185509118919,11874,40000,0.5325877105385793
BS21,0.730554361839278,9,22,48,23270,7,35,13,2,12.4,0.7606315170136959,6185,44600,1.4181349376880104
BS22,0.6100633935439379,8,24,67,37701,7,27,15,10,6.4,2.87793893129771,765,46700,0.2652449537147556
BS23,0.7632243292432338,9,18,191,34066,7,27,24,15,10.1,3.3322899344615085,1536,41200,0.2054834732577937
BS24,1.050696086157079,7,27,83,19035,7,27,17,4,8.2,1.160741508628575,3984,39100,0.6829524560021014
BS25,0.31308703819661865,3,19,39,6388,8,40,11,3,13.2,0.3922387326538131,7617,31700,1.5654351909830932
BS26,0.6081491992702209,4,22,54,4933,9,38,11,3,4.7,0.6245094315736169,1433,42500,2.229880397324144
BS27,0.5717552887364208,4,25,63,6996,9,35,12,9,9.5,2.6429920664903666,616,45100,0.5717552887364208
BS28,0.5989817310572028,5,21,28,3339,9,43,9,4,40.2,1.6669995007488767,259,44600,0.5989817310572028
BS29,0.7727975270479134,3,37,44,2588,7,29,16,3,8.4,0.8802721088435375,428,43400,1.5455950540958268
BS30,0.6314180319696919,17,13,52,30091,10,27,14,6,12.6,22.52320359281437,205,47400,0.06646505599680969
BS31,0.6013831813170292,11,14,81,19954,10,38,14,9,32.0,17.457567804024496,487,42400,0.050115265109752435
BS32,0.4481929674448926,12,21,41,24543,10,37,12,6,27.9,1.973068574644264,2016,44800,0.5296825978894186
BS34,0.6688068485821295,13,34,134,29904,10,36,14,18,13.0,3.4816625916870416,2534,44000,0.33440342429106473
BS35,0.6844314655959116,7,14,57,21916,10,39,12,4,24.2,2.2285946715476914,2259,55700,0.45628764373060776
BS36,0.5110514884374601,11,21,44,15654,10,36,11,3,37.5,1.2325984251968505,6979,45400,0.7026957966015076
BS37,0.5514705882352942,10,20,71,38080,10,28,14,6,18.7,4.140930839495433,559,50200,0.3676470588235294
BS39,0.5197842895198493,7,24,40,15391,10,35,13,6,19.1,2.4457333545208964,1626,47500,0.389838217139887
BS40,0.5578133715833931,5,27,40,12549,8,42,10,5,7.8,0.8118126536421271,1250,44900,1.5140648657263527
BS41,0.49019607843137253,12,46,53,6120,7,29,23,5,197.5,1.0019646365422397,593,46200,1.4705882352941175
BS48,0.6036824630244491,7,11,50,23191,7,39,11,6,18.7,4.477891484842634,261,49200,0.43120175930317794
BS49,0.5095108695652174,5,20,50,11776,7,38,13,5,19.8,4.712284913965586,764,51600,0.2547554347826087
BS8,0.6077411022904242,9,7,90,26327,10,58,10,3,51.1,2.7010362162716732,1073,47200,0.4937896456109698
BS9,0.6418485237483953,13,19,55,31160,10,56,11,9,30.1,6.522922336194265,1035,44500,0.16046213093709882
CA1,0.7342443401998776,17,5,172,24515,3,24,21,14,13.7,2.1750510158814658,7085,33300,0.3671221700999388
CA2,0.8323664430207335,27,5,117,39646,3,23,20,13,7.1,2.177633747116335,6061,33700,0.3783483831912425
CA3,0.9242144177449169,18,14,121,14066,3,34,14,5,15.6,2.2812195913071682,3316,40400,0.3554670837480449
CA4,0.6529546196539341,6,14,37,9189,3,32,14,3,47.2,2.288097609561753,116,43100,0.8706061595385788
CA5,0.5920663114268797,6,3,41,6756,2,26,17,2,29.3,2.3614120936735405,105,42000,1.1841326228537594
CA6,0.2261931689662972,4,35,60,8842,3,31,13,2,34.4,2.3768817204301076,50,37800,0.9047726758651888
CA7,0.6507592190889371,6,14,56,23050,5,29,17,4,23.4,2.3370171347460205,106,36800,0.911062906724512
CA8,0.5874865367668658,7,17,66,10213,3,34,14,4,118.3,2.251543209876543,53,38000,0.8812298051502986
CA9,0.9380863039399625,9,13,53,2132,5,32,15,3,35.9,2.1004926108374384,35,40600,1.4071294559099436
CA10,0.9334386443598766,9,30,48,13927,5,32,13,6,13.6,2.355717185385656,49,39800,1.0770445896460115
CA11,0.6780273923066492,7,10,96,22123,5,32,14,2,23.9,2.26229675835975,147,37700,0.587623739999096
CA12,0.7458048477315103,6,20,71,8045,0,39,10,11,28.0,2.2816222348269997,67,38400,0.7458048477315103
CA13,0.4663868345659271,6,11,54,15009,0,41,12,3,27.0,2.2644840072420034,153,46100,0.5330135252182024
CA14,0.6698297516048005,15,5,123,35830,0,24,20,9,11.3,2.23003672122985,757,34700,0.5861010326542004
CA15,0.6207324643078833,17,19,85,16110,0,23,22,10,11.3,2.2968349016253207,536,33100,0.8069522036002483
CA16,0.9748172217709179,8,15,56,6155,5,33,13,3,62.8,2.228457639391745,54,38900,0.9748172217709179
CA17,0.8286720530350115,9,54,45,4827,5,33,13,2,11.9,2.2630098452883263,40,39500,0.6215040397762585
CA19,1.7985611510791368,7,22,18,1112,-5,39,11,5,37.9,2.365957446808511,21,48100,0.8992805755395684
CA20,1.5101177891875568,39,9,36,3311,-5,38,12,6,37.8,2.1941683233929754,43,48300,0.6040471156750227
CA22,0.4308487720809996,14,9,79,9284,-5,25,19,3,9.1,2.2788414334806086,489,39600,0.5385609651012494
CA23,2.0107238605898123,7,22,82,1492,-5,30,17,3,46.2,2.246987951807229,202,38200,0.6702412868632708
CA25,0.49252996223936957,24,-1,92,6091,-5,24,21,9,8.6,2.2651543324656007,1439,38200,0.49252996223936957
CA26,0.5543237250554324,7,9,57,3608,-5,29,20,4,6.1,2.2606516290726817,442,38200,1.385809312638581
CA27,1.8072289156626506,20,6,78,1660,-5,46,7,6,39.6,2.4447717231222383,453,48300,0.6024096385542169
CA28,0.5557485237929837,16,7,93,28790,-5,25,21,11,12.3,2.315611678597281,2146,37200,0.5904828065300451
CB1,0.4735335900022647,11,20,125,48571,17,61,11,19,12.4,2.436468522698771,7153,52300,0.35000308826254345
CB2,0.7741650077416501,18,2,237,18084,18,65,10,21,22.8,3.90751944684529,6605,58200,0.33178500331785005
CB3,0.3732736095558044,8,24,56,16074,15,65,9,16,26.2,3.4604951560818082,3044,50400,0.1866368047779022
CB4,0.38229953168307373,11,15,119,41852,17,58,14,26,5.8,2.3399306720339927,12750,49000,0.38229953168307373
CB5,0.41438753522294053,6,13,131,12066,17,59,13,19,22.8,2.5012437810945274,6740,47200,0.41438753522294053
CB6,0.49982900586641416,6,19,58,38013,5,35,14,9,9.2,2.4513445540723544,403,47700,0.49982900586641416
CB7,0.44965713643346944,6,18,76,26687,5,35,14,6,18.8,2.360219333156452,387,46700,0.2997714242889797
CB8,0.5399730013499325,7,10,77,33335,5,33,12,12,14.2,2.3453880250474914,340,44700,0.4199790010499475
CB9,0.3957984472522454,6,18,88,32845,6,25,17,9,9.5,2.527899638266759,959,43300,0.3957984472522454
CB10,0.4352241404323226,4,15,68,13786,15,42,11,9,21.6,2.4309645565156055,282,52000,0.4352241404323226
CB11,0.5070422535211269,6,1,50,17750,15,41,11,9,14.7,2.494729444834856,388,51100,0.619718309859155
CB21,0.5165956347668862,7,13,41,15486,9,52,12,12,11.7,2.465530966406623,246,53200,0.581170089112747
CB22,0.4989190088142358,8,19,47,24052,9,58,11,16,35.0,2.389429763560501,685,53600,0.4989190088142358
CB23,0.5171466433950677,7,23,67,30939,9,60,9,13,37.4,2.539730750287309,540,60400,0.5494683086072595
CB24,0.6385890223506158,7,18,63,32885,9,54,12,15,13.9,2.460347149483765,733,55000,0.5777710202219857
CB25,0.5057600449564484,5,17,62,17795,6,42,12,9,12.0,2.4480671344063833,352,50600,0.3371733633042989
CF3,0.45240249535692173,7,25,110,41998,5,29,25,13,14.5,2.443875472796043,2427,34100,0.38097052240582885
CF5,0.5303030303030304,5,20,110,66000,4,37,22,9,18.9,2.3518511919609453,2441,35000,0.3636363636363636
CF10,0.5824488739321771,5,10,606,15452,4,44,21,26,12.0,2.1834110498798927,8844,44300,0.4530157908361377
CF11,0.719285141228871,9,31,159,36147,4,42,19,11,9.8,2.3003054600992745,12462,37000,0.38730738373862283
CF14,0.4758046886051207,5,19,67,77763,4,47,14,10,14.1,2.4631148839124513,5799,50700,0.3600684129984697
CF15,0.6671484961360983,9,21,51,17987,3,49,13,12,35.0,2.428050755939525,1423,47900,0.4447656640907322
CF23,0.3618330034267714,6,27,84,46983,4,41,18,15,7.3,2.5326397498787125,10064,48200,0.3618330034267714
CF24,0.47145862043954445,11,27,143,55148,4,42,20,23,3.4,2.5830444964871195,15212,35800,0.3626604772611881
CF31,0.6251814142496707,14,32,86,44787,5,34,18,13,3.9,2.3947706127686876,5765,46400,0.3795744300801572
CF32,0.6354727582862304,9,25,71,29899,5,32,20,7,15.2,2.3316696560867194,643,33900,0.40135121575972443
CF33,0.47797883236599525,16,29,79,14645,5,28,23,9,26.5,2.3473313030934446,1280,32400,0.47797883236599525
